0;udp;private;SF;54;52;0;0;260;260;0;0;0;0;1;0;0;255;255;1;0;0.99;0;0;0;0;0;0;normal
0;tcp;http;SF;226;2973;0;0;14;15;0;0;0;0;1;0;0.13;58;255;1;0;0.02;0.01;0;0;0;0;0;normal
0;udp;private;SF;54;52;0;0;511;511;0;0;0;0;1;0;0;255;255;1;0;0.78;0;0;0;0;0;0;normal
0;tcp;http;SF;286;389;0;0;2;10;0;0;0;0;1;0;0.4;255;255;1;0;0;0;0;0;0;0;0;normal
0;tcp;http;SF;54540;8314;0;0;3;3;0;0;0;0;1;0;0;255;245;0.96;0.01;0;0;0;0;0.06;0.06;0;anomaly
0;tcp;domain;REJ;0;0;0;0;281;18;0;0;1;1;0.06;0.06;0;255;18;0.07;0.07;0;0;0;0;1;1;0;anomaly
7605;tcp;telnet;SF;0;44;0;0;1;7;0;0.14;0;0.43;1;0;0.71;255;174;0.68;0.03;0;0;0.33;0.48;0.11;0.07;0;anomaly
0;tcp;private;REJ;0;0;0;0;294;20;0;0;1;1;0.07;0.06;0;255;20;0.08;0.06;0;0;0;0;1;1;0;anomaly
0;tcp;ftp_data;SF;868;0;0;0;1;1;0;0;0;0;1;0;0;239;45;0.19;0.02;0.19;0;0;0;0.01;0;0;normal
0;tcp;ldap;REJ;0;0;0;0;101;8;0;0;1;1;0.08;0.06;0;255;8;0.03;0.06;0;0;0;0;1;1;0;anomaly
0;icmp;eco_i;SF;20;0;0;0;1;65;0;0;0;0;1;0;1;1;57;1;0;1;0.26;0;0;0;0;0;anomaly
280;tcp;ftp_data;SF;283618;0;0;0;2;2;0;0;0;0;1;0;0;13;4;0.31;0.15;0.31;0;0;0;0;0;0;anomaly
0;tcp;other;REJ;0;0;0;0;509;1;0.01;0;0.97;1;0;1;0;255;1;0;1;0;0;0;0;0.97;1;0;anomaly
0;tcp;auth;REJ;0;0;0;0;287;17;0;0;1;1;0.06;0.06;0;255;17;0.07;0.06;0;0;0;0;1;1;0;anomaly
0;tcp;private;S0;0;0;0;0;282;12;1;1;0;0;0.04;0.06;0;255;12;0.05;0.07;0;0;1;1;0;0;0;anomaly
0;tcp;other;REJ;0;0;0;0;449;1;0.04;0;0.96;1;0;1;0;255;1;0;1;0;0;0.04;0;0.96;1;0;anomaly
0;tcp;private;S0;0;0;0;0;151;6;1;1;0;0;0.04;0.09;0;255;6;0.02;0.09;0;0;1;1;0;0;0;anomaly
0;tcp;gopher;REJ;0;0;0;0;115;17;0;0;1;1;0.15;0.07;0;255;17;0.07;0.06;0;0;0;0;1;1;0;anomaly
0;udp;domain_u;SF;46;46;0;0;185;184;0;0;0;0;0.99;0.01;0;255;254;1;0.01;0;0;0;0;0;0;0;normal
902;tcp;http;RSTR;3944;0;0;0;58;58;0.02;0.02;0.97;0.97;1;0;0;255;255;1;0;0;0;0;0;0.22;0.22;0;anomaly
5;tcp;pop_3;SF;28;93;0;0;1;1;0;0;0;0;1;0;0;255;254;1;0.01;0.01;0;0;0;0;0;0;anomaly
0;tcp;private;S0;0;0;0;0;250;16;1;1;0;0;0.06;0.06;0;255;16;0.06;0.07;0;0;1;1;0;0;0;anomaly
0;tcp;http;SF;305;1000;0;0;4;5;0;0;0;0;1;0;0.4;159;255;1;0;0.01;0.01;0;0;0;0;0;normal
0;tcp;http;SF;261;124;0;0;2;4;0;0;0;0;1;0;0.5;16;255;1;0;0.06;0.04;0;0.01;0;0;0;normal
1;tcp;smtp;SF;1661;330;0;0;1;3;0;0;0;0;1;0;1;172;126;0.37;0.04;0.01;0.02;0.01;0;0.02;0.02;0;normal
0;tcp;telnet;RSTO;0;15;0;0;1;2;0;0.5;1;0.5;1;0;1;255;48;0.19;0.03;0;0;0;0.02;0.54;0.77;0;anomaly
0;icmp;ecr_i;SF;1032;0;0;0;430;430;0;0;0;0;1;0;0;255;255;1;0;1;0;0;0;0;0;0;anomaly
0;udp;private;SF;52;53;0;0;511;511;0;0;0;0;1;0;0;255;255;1;0;1;0;0;0;0;0;0;normal
0;udp;domain_u;SF;44;75;0;0;106;106;0;0;0;0;1;0;0;255;255;1;0;0.01;0;0;0;0;0;0;normal
0;tcp;csnet_ns;S0;0;0;0;0;260;6;1;1;0;0;0.02;0.07;0;255;6;0.02;0.07;0;0;1;1;0;0;0;anomaly
2;tcp;smtp;SF;4816;332;0;0;1;2;0;0;0;0;1;0;1;223;143;0.64;0.01;0;0;0;0;0;0;0;normal
0;tcp;private;REJ;0;0;0;0;138;6;0;0;1;1;0.04;0.06;0;255;6;0.02;0.06;0;0;0;0;1;1;0;anomaly
4;tcp;pop_3;SF;32;93;0;0;1;1;0;0;0;0;1;0;0;141;124;0.87;0.02;0.01;0.02;0;0;0.07;0;0;anomaly
0;tcp;http;S0;0;0;0;0;88;88;1;1;0;0;1;0;0;255;255;1;0;0;0;0.48;0.48;0.51;0.51;0;anomaly
0;udp;private;SF;105;105;0;0;1;1;0;0;0;0;1;0;0;255;254;1;0.01;0.01;0;0;0;0;0;0;normal
0;icmp;ecr_i;SF;1008;0;0;0;264;264;0;0;0;0;1;0;0;255;255;1;0;1;0;0;0;0;0;0;anomaly
0;tcp;http;SF;297;2357;0;0;15;15;0;0;0;0;1;0;0;61;255;1;0;0.02;0.01;0;0.01;0;0;0;normal
0;tcp;http;SF;301;12300;0;0;3;4;0;0;0;0;1;0;0.5;3;255;1;0;0.33;0.02;0;0;0;0;0;normal
0;tcp;http;SF;287;2115;0;0;13;14;0;0;0;0;1;0;0.14;17;255;1;0;0.06;0.06;0;0;0;0;0;normal
7346;tcp;telnet;SF;0;44;0;0;1;1;0;0;0;0;1;0;0;255;220;0.86;0.14;0;0;0.5;0.58;0.14;0.01;0;anomaly
0;icmp;ecr_i;SF;520;0;0;0;199;199;0;0;0;0;1;0;0;255;255;1;0;1;0;0;0;0;0;0;anomaly
0;tcp;http;SF;237;9700;0;0;3;4;0;0;0;0;1;0;0.5;11;255;1;0;0.09;0.05;0;0;0;0;0;normal
0;tcp;auth;REJ;0;0;0;0;230;2;0;0;1;1;0.01;0.07;0;255;2;0.01;0.07;0;0;0;0;1;1;0;anomaly
0;tcp;private;S0;0;0;0;0;138;8;1;1;0;0;0.06;0.06;0;248;8;0.03;0.06;0;0;1;1;0;0;0;anomaly
0;tcp;private;RSTO;0;0;0;0;231;3;0;0;1;1;0.01;0.06;0;255;3;0.01;0.07;0;0;0;0;1;1;0;anomaly
0;tcp;finger;SF;8;220;0;0;1;1;0;0;0;0;1;0;0;180;6;0.03;0.02;0.01;0.33;0;0;0;0;0;normal
0;tcp;private;REJ;0;0;0;0;223;19;0.83;0.58;0.17;0.42;0.09;0.07;0;255;19;0.07;0.07;0;0;0.85;0.58;0.15;0.42;0;anomaly
0;tcp;http;SF;319;331;0;0;16;18;0;0;0;0;1;0;0.11;255;255;1;0;0;0;0;0;0;0;0;normal
0;tcp;private;REJ;0;0;0;0;282;13;0;0;1;1;0.05;0.06;0;255;13;0.05;0.06;0;0;0;0;1;1;0;anomaly
0;tcp;vmnet;REJ;0;0;0;0;202;15;0;0;1;1;0.07;0.06;0;255;14;0.05;0.06;0;0;0;0;1;1;0;anomaly
0;tcp;http;SF;332;1301;0;0;25;25;0;0;0;0;1;0;0;255;255;1;0;0;0;0;0;0;0;0;normal
0;tcp;other;REJ;0;0;0;0;511;1;0.05;0;0.95;1;0;1;0;255;1;0;1;0;0;0.04;0;0.96;1;0;anomaly
0;tcp;http;SF;287;12884;0;0;7;7;0;0;0;0;1;0;0;155;155;1;0;0.01;0;0;0;0;0;0;normal
0;udp;private;SF;54;52;0;0;216;216;0;0;0;0;1;0;0;255;255;1;0;0.84;0;0;0;0;0;0;normal
0;tcp;private;REJ;0;0;0;0;251;18;0;0;1;1;0.07;0.07;0;255;18;0.07;0.07;0;0;0;0;1;1;0;anomaly
0;tcp;http;SF;143;9542;0;0;1;1;0;0;0;0;1;0;0;240;255;1;0;0;0.02;0;0;0;0;0;normal
902;tcp;http;RSTR;59424;0;0;0;27;27;0;0;1;1;1;0;0;255;255;1;0;0;0;0;0;0.46;0.46;0;anomaly
0;tcp;http;SF;286;6979;0;0;3;3;0;0;0;0;1;0;0;3;255;1;0;0.33;0.01;0;0;0;0;0;normal
282;tcp;ftp;SF;164;599;0;0;1;1;0;0;0;0;1;0;0;255;61;0.24;0.03;0;0;0.1;0;0.02;0;0;anomaly
0;tcp;private;S0;0;0;0;0;157;1;1;1;0;0;0.01;0.11;0;255;1;0;0.1;0;0;1;1;0;0;0;anomaly
0;tcp;private;REJ;0;0;0;0;102;1;0;0;1;1;0.01;0.07;0;255;1;0;0.05;0;0;0;0;1;1;0;anomaly
4;tcp;pop_3;SF;26;93;0;0;1;1;0;0;0;0;1;0;0;255;250;0.98;0.01;0;0;0;0;0;0;0;anomaly
0;tcp;smtp;SF;2134;329;0;0;1;1;0;0;0;0;1;0;0;204;161;0.73;0.02;0;0.01;0;0;0;0;0;normal
0;tcp;http;SF;262;1316;0;0;1;1;0;0;0;0;1;0;0;13;251;1;0;0.08;0.03;0;0;0;0;0;normal
0;tcp;http;SF;222;3821;0;0;3;3;0;0;0;0;1;0;0;57;255;1;0;0.02;0.01;0;0;0;0;0;normal
0;tcp;http;SF;194;3016;0;0;5;5;0;0;0;0;1;0;0;25;255;1;0;0.04;0.01;0;0;0;0;0;normal
0;tcp;http;SF;299;5292;0;0;4;19;0;0;0;0;1;0;0.11;206;255;1;0;0;0.01;0;0;0;0;0;normal
0;tcp;http;SF;324;1409;0;0;4;16;0;0;0;0;1;0;0.12;4;255;1;0;0.25;0.04;0;0;0;0;0;normal
0;tcp;http;SF;211;4408;0;0;1;1;0;0;0;0;1;0;0;11;255;1;0;0.09;0.01;0;0;0;0;0;normal
281;tcp;ftp_data;SF;283618;0;0;0;2;2;0;0;0;0;1;0;0;47;63;0.04;0.11;0.04;0.03;0;0;0;0;0;anomaly
0;tcp;private;REJ;0;0;0;0;133;2;0;0;1;1;0.02;0.06;0;255;2;0.01;0.05;0;0;0;0;1;1;0;anomaly
0;tcp;http;SF;287;178;0;0;8;53;0;0;0;0;1;0;0.04;89;255;1;0;0.01;0.04;0;0;0;0;0;normal
0;tcp;private;S0;0;0;0;0;163;11;1;1;0;0;0.07;0.09;0;255;11;0.04;0.08;0;0;1;1;0;0;0;anomaly
0;tcp;http;SF;293;1107;0;0;36;36;0;0;0;0;1;0;0;75;193;1;0;0.01;0.04;0;0;0;0;0;normal
0;udp;domain_u;SF;34;34;0;0;3;11;0;0;0;0;1;0;0.27;255;249;0.98;0.01;0;0;0;0;0;0;0;normal
0;tcp;http;SF;232;9590;0;0;1;1;0;0;0;0;1;0;0;1;255;1;0;1;0.02;0;0;0;0;0;normal
0;tcp;private;S0;0;0;0;0;266;6;0.79;1;0.21;0;0.02;0.06;0;255;6;0.02;0.06;0;0;0.78;1;0.22;0;0;anomaly
280;tcp;ftp_data;SF;283618;0;0;0;2;2;0;0;0;0;1;0;0;3;10;0.67;0.67;0.67;0.2;0;0;0;0;0;anomaly
0;tcp;http;SF;256;11326;0;0;1;1;0;0;0;0;1;0;0;2;255;1;0;0.5;0.04;0;0;0;0;0;normal
0;tcp;finger;RSTO;0;0;0;0;249;5;0;0;1;1;0.02;0.06;0;255;5;0.02;0.07;0;0;0;0;1;1;0;anomaly
0;tcp;http;SF;337;1215;0;0;8;33;0;0;0;0;1;0;0.09;255;255;1;0;0;0;0;0;0;0;0;normal
0;udp;private;SF;41;0;0;0;6;6;0;0;0;0;1;0;0;255;255;1;0;0;0;0;0;0;0;0;anomaly
0;tcp;private;REJ;0;0;0;0;138;18;0;0;1;1;0.13;0.06;0;255;18;0.07;0.06;0;0;0.1;0;0.9;1;0;anomaly
0;tcp;pop_3;SF;30;217;0;0;1;1;0;0;0;0;1;0;0;23;2;0.09;0.22;0.04;0;0;0;0;0;0;anomaly
0;tcp;private;REJ;0;0;0;0;195;6;0;0;1;1;0.03;0.06;0;255;6;0.02;0.07;0;0;0;0;1;1;0;anomaly
0;tcp;http;SF;312;631;0;0;11;14;0;0;0;0;1;0;0.14;255;255;1;0;0;0;0;0;0;0;0;normal
0;tcp;http;SF;292;5355;0;0;9;9;0;0;0;0;1;0;0;9;255;1;0;0.11;0.05;0;0;0;0;0;normal
0;udp;domain_u;SF;36;0;0;0;11;11;0;0;0;0;1;0;0;11;11;1;0;1;0;0;0;0;0;0;normal
0;tcp;private;S0;0;0;0;0;38;4;1;1;0;0;0.11;0.18;0;255;4;0.02;0.11;0;0;1;1;0;0;0;anomaly
280;tcp;ftp_data;SF;283618;0;0;0;1;1;0;0;0;0;1;0;0;3;3;1;0;1;0;0;0;0;0;0;anomaly
0;tcp;ftp_data;SF;2056;0;0;0;16;16;0;0;0;0;1;0;0;34;27;0.79;0.06;0.79;0;0;0;0;0;0;normal
0;tcp;http;SF;307;4484;0;0;13;13;0;0;0;0;1;0;0;255;255;1;0;0;0;0;0;0;0;0;normal
0;tcp;http;SF;219;1963;0;0;5;5;0;0;0;0;1;0;0;111;255;1;0;0.01;0.01;0;0;0;0;0;normal
0;tcp;http;SF;164;1824;0;0;1;1;0;0;0;0;1;0;0;52;255;1;0;0.02;0.04;0;0;0;0;0;normal
0;tcp;http;SF;230;332;0;0;1;2;0;0;0;0;1;0;1;255;255;1;0;0;0;0;0;0;0;0;normal
0;tcp;iso_tsap;S0;0;0;0;0;269;7;1;1;0;0;0.03;0.06;0;255;7;0.03;0.07;0;0;1;1;0;0;0;anomaly
0;tcp;http;SF;320;291;0;0;6;6;0;0;0;0;1;0;0;144;255;1;0;0.01;0.04;0;0;0;0;0;normal
0;tcp;http;S0;0;0;0;0;11;11;1;1;0;0;1;0;0;255;245;0.96;0.01;0;0;0.14;0.14;0.56;0.59;0;anomaly
0;tcp;http;SF;235;3313;0;0;9;9;0;0;0;0;1;0;0;255;255;1;0;0;0;0;0;0;0;0;normal
0;tcp;private;REJ;0;0;0;0;274;12;0.04;0;0.96;1;0.04;0.06;0;255;12;0.05;0.06;0;0;0.02;0;0.98;1;0;anomaly
0;tcp;sql_net;REJ;0;0;0;0;209;17;0;0;1;1;0.08;0.07;0;255;17;0.07;0.07;0;0;0;0;1;1;0;anomaly
0;tcp;http;SF;303;175;0;0;4;7;0;0;0;0;1;0;0.29;168;255;1;0;0.01;0.03;0;0;0;0;0;normal
0;tcp;http;SF;298;1941;0;0;1;1;0;0;0;0;1;0;0;21;255;1;0;0.05;0.02;0;0;0;0;0;normal
